001000030001062712001   5361 #0001    N 8040073BAADACEEABCAAAAD              0164      
001000031001062712001   5361 #0001    N 8038705EACDACEEBCCBAACA              0158      
001000032001062712001   5361 #0001    N 8043055ACBEBBEACBEEEEBA              0166      
001000033001062712001   5361 #0001    N 8043009AAAEBBEEDECEBEBA              0130      
001000034001062712001   5361 #0001    N 8043170AADCCCBEAEDAEDDE              0159      
001000035001062712001   5361 #0001    N 8043097ECEABCCCBEDEEAED              0175      
001000036001062712001   5361 #0001    N        BDADBDCDABDEEACA                69      
001000037001062712001   5361 #0001    N 8039432BADDBDBBEEBAEDEA              0132      
001000038001062712001   5361 #0001    N 8040368BAAEBDCDCBD*BAEE              0175      
001000039001062712001   5361 #0001    N 8043138ADAECCABBCDCEADE              0131      
001000040001062712001   5361 #0001    N 7628927BADDBDBBEECAEEAB              0138      
001000041001062712001   5361 #0001    N 8041327ECBCBBEDBCCEBEBA                42      
001000042001062712001   5361 #0001    N 8041140AEABCCAABCCDBADD              0131      
001000043001062712001   5361 #0001    N 8040970BACDEADBECABEBEB              0159      
001000044001062712001   5361 #0001    N 8043062BBEABDACEBDEBAEA              0157      
001000045001062712001   5361 #0001    N 7631869CAECCABAAEDAEBEB              0171      
001000046001062712001   5361 #0001    N 8038410DADDDDDCDDCEDBED              0147      
001000047001062712001   5361 #0001    N 8041290EDDCBDCCBBDECAEA              0151      
001000048001062712001   5361 #0001    N 8041310ABBDCABECECADBEC              0129      
001000049001062712001   5361 #0001    N 7627989BAEDBDBBBEDDADAD              0162      
001000050001062712001   5361 #0001    N 7627818BBBDBDDDBBDCBAEE              0151      
001000051001062712001   5361 #0001    N 8041223CAADBDEBDCACEEBD              0192      
001000052001062712001   5361 #0001    N 7632575CACAACAACCBCEAAD              0182      
001000053001062712001   5361 #0001    N 8043312ABBEBBDEEBEDBEBA              0184      
001000054001062712001   5361 #0001    N 8041272BCBCBDEDDBDEEAEC              0145      
001000055001062712001   5361 #0001    N 8038469DCDD EABCECAEEAA              0168      
001000056001062712001   5361 #0001    N 8040198ABEACDEBEEDAEBEE              0147      
001000057001062712001   5361 #0001    N 8043204EADABCAADBDECBEA              0145      
001000058001062712001   5361 #0001    N 8041498CAADEBABAECAEEAE              0168      
001000059001062712001   5361 #0001    N 8040177CABEBBADDECEBEEC              0154      
001000060001062712001   5361 #0001    N 8038671EAADACEEBBCBCDAD              0134      
001000061001062712001   5361 #0001    N 8040292AABBCABECEDAEBEB              0171      
001000062001062712001   5361 #0001    N 8042850BAAAAADADBCECEEB              0146      
001000063001062712001   5361 #0001    N 8140849EAADAACBBBCBABDB              0164      
001000064001062712001   5361 #0001    N 8037882BADDBDBBEECAACEA              0174      
001000065001062712001   5361 #0001    N 4167035BAAAACECEBDAAA*B              0240      
001000066001062712001   5361 #0001    N 8037941BCDABACECBDAEAEA              0293      
001000067001062712001   5361 #0001    N 8040570EABEBBAEDEAEBECA              0290      
001000068001062712001   5361 #0001    N 8043715EACAACECBCCDDEBE              0282      
001000069001062712001   5361 #0001    N 8043531AAABDABECEDAEAAC              0259      
001000070001062712001   5361 #0001    N 8042033BADDEDBBEEBACEBE              0286      
001000071001062712001   5361 #0001    N 8040393BCBECADDDBDCAAEE              0257      
001000072001062712001   5361 #0001    N 8041838AAEADACABEDBECDB              0271      
001000073001062712001   5361 #0001    N 8039690EABDBBCDABEEDCBB              0248      
001000074001062712001   5361 #0001    N 8039619BAADBDCBCEEAEDBC              0262      
001000075001062712001   5361 #0001    N 8040409ADABCCAEBDBEBADC              0285      
001000076001062712001   5361 #0001    N 8043778BAEBACCABBBAAADE              0270      
001000077001062712001   5361 #0001    N 8041720CDBEBBCDACAEBEDE              0284      
001000078001062712001   5361 #0001    N 8043607AADECDCDCBDEABEC              0275      
001000079001062712001   5361 #0001    N 8043872DBAAACECBBDBCEEE              0234      
001000080001062712001   5361 #0001    N 8041817BDDCBDCDABDCEBEA              0233      
001000081001062712001   5361 #0001    N 8038809AAABCCACBDECEADB              0249      
001000082001062712001   5361 #0001    N 8041741CAADBDEBCEEADDBD              0268      
001000083001062712001   5361 #0001    N 8043632DEACECADBBDAAEAD              0246      
001000084001062712001   5361 #0001    N 8041776BDCABACDBDACEDEA              0275      
001000085001062712001   5361 #0001    N 8040521BEADAAECBBCACCAE              0294      
001000086001062712001   5361 #0001    N 8043952BDEABDCDABDEECEA              0245      
001000087001062712001   5361 #0001    N 8042054BBACBBADBCEEDEBC              0272      
001000088001062712001   5361 #0001    N 4345412CACACCCCCCCCDCAC              0240      
001000089001062712001   5361 #0001    N 8039602BDDEBDCACBDEEAEB              0281      
001000090001062712001   5361 #0001    N 8037983ABEABDCDCBDAEAEA              0287      
001000091001062712001   5361 #0001    N 8043524DAAEACECBCBDCADA              0294      
001000092001062712001   5361 #0001    N 8041950AADADDDBDEDABDCC              0280      
001000093001062712001   5361 #0001    N 8043375DBBCBBECCBBABEBA              0290      
001000094001062712001   5361 #0001    N 8043927AACBCABEEAEBEEEC              0283      
001000095001062712001   5361 #0001    N 8039630ADAECCABBCACDCDC              0231      
001000096001062712001   5361 #0001    N 8041800BEDDBCDABCDEDAEB                57      
001000097001062712001   5361 #0001    N 8042029BAADABEBBBCAAAAC              0234      
001000098001062712001   5361 #0001    N 8041884BCECBCADCBDECAED              0293      
001000099001062712001   5361 #0001    N 8039731EEBEBBEEEEBEBEBA              0242      
001000100001062712001   5361 #0001    N 4582800AACBCABECEDAEBEC              0247      
001000101001062712001   5361 #0001    N 8038768BADDBCBBDEEACACA              0256      
001000102001062712001   5361 #0001    N 8075197CAADBDBBCEBAEEEC              0280      
001000103001062712001   5361 #0001    N 8038855AAEACCCABECEBAAA              0243      
001000104001062712001   5361 #0001    N 8041630DBDDDDBBDEBADDBD                62      
001000105001062712001   5361 #0001    N 8038751BBACBCCAEBDACAEE              0263      
001000106001062712001   5361 #0001    N 5693646BADEDAEDEEDBAACB              0271      
001000107001062712001   5361 #0001    N 8043653DDBCBBCCCEEEBEBA              0254      
001000108001062712001   5361 #0001    N 8043722AABDCABCCEDAECEE              0265      
001000109001062712001   5361 #0001    N 4174263EDEEBACACBDEECEE              0275      
001000110001062712001   5361 #0001    N 8039769BDCCBDCACBDEECEA              0251      
001000111001062712001   5361 #0001    N 7632338AAACCABDCEDAEDEC              0283      
001000112001062712001   5361 #0001    N 8043587CDBEBBEEAECEDEEA              0260      
001000113001062712001   5361 #0001    N 8040517AAABCADECEDAEBEC              0241      
001000114001062712001   5361 #0001    N 8043994BCDDBDBBEEAACEEA              0232      
001000115001062712001   5361 #0001    N 8043890BAADACECBBCDEAEB              0288      
001000116001062712001   5361 #0001    N 8041925AEAEECADBCBBCDDB              0255      
001000117001062712001   5361 #0001    N 8043510EEBEBBEBEEEEEEBA              0254      
001000118001062712001   5361 #0001    N 8041689BDACBDCDABDEBAEA              0281      
001000119001062712001   5361 #0001    N 8039710EEECBDCDABDCEAEA              0293      
001000120001062712001   5361 #0001    N 8043660DADDBDCCEECEECCD              0286      
001000121001062712001   5361 #0001    N 8041709ABBAECDABBDBEDDC                67      
001000122001062712001   5361 #0001    N 8043246AACAEADEEEDAEBEE              0153      
001000123001062712001   5361 #0001    N 8038107EBBEBBEECBAECECA              0278      
001000124001062712001   5361 #0001    N 8039196BEBEBBDBCADEBBEC              0381      
001000125001062712001   5361 #0001    N 8044320BBBEBBEEBEBEAEBD              0390      
001000126001062712001   5361 #0001    N 8040903BACEBBACABAEBEBA              0330      
001000127001062712001   5361 #0001    N 8074985DBBEBBEDCBBEBEBA              0336      
001000128001062712001   5361 #0001    N 8044313BACDBCCBEEBACBAA              0350      
001000129001062712001   5361 #0001    N 8039366CAADBDDBCEAAEDCB              0362      
001000130001062712001   5361 #0001    N 6732474AEABCCDDBEECADDB              0349      
001000131001062712001   5361 #0001    N 8042461DAEACAAECADAEEEC              0329      
001000132001062712001   5361 #0001    N 8040712EEEAEBEEEECEBBBE              0354      
001000133001062712001   5361 #0001    N 8039067BDEABDDDCBDEEEEA              0339      
001000134001062712001   5361 #0001    N 8042669ABABACADBDCCDDD               0373      
001000135001062712001   5361 #0001    N 8039025CADDCADBEEAAEDEA              0389      
001000136001062712001   5361 #0001    N 8044077BACDBDBAECDAEBEC                56      
001000137001062712001   5361 #0001    N 8042141BAADACECBCDDBAAE              0394      
001000138001062712001   5361 #0001    N 8040632BCAABECECBDEDADA              0333      
001000139001062712001   5361 #0001    N 8039283BAABACEABBCAAAAC              0346      
001000140001062712001   5361 #0001    N 8039241CADDBEABEEDAEDBC              0350      
001000141001062712001   5361 #0001    N 8039046BDADBDCDABDEEBEA              0357      
001000142001062712001   5361 #0001    N 8044463BDCABDCCCBDCEACA              0339      
001000143001062712001   5361 #0001    N 8042482CABBAABECEDAECEC              0365      
001000144001062712001   5361 #0001    N 7587620EDBCBDCBCBDEEBEA              0369      
001000145001062712001   5361 #0001    N 8039092BADDBDBBEEAACCEC              0350      
001000146001062712001   5361 #0001    N 8042777EAADBDEBDEEBEDBA              0332      
001000147001062712001   5361 #0001    N 8044056AAABBBACCDBEBEBA              0378      
001000148001062712001   5361 #0001    N 8044442ABACBBEBDDEEDEBD              0384      
001000149001062712001   5361 #0001    N 8044143ECBEBBEABADEBEEC              0384      
001000150001062712001   5361 #0001    N 7573941ADDEBBAEECEEEEBE                30      
001000151001062712001   5361 #0001    N 8039821ECEABACDBBDEEAEA              0333      
001000152001062712001   5361 #0001    N 8042252DCADCDABEBDACCCC                80      
001000153001062712001   5361 #0001    N 8040782DAADBDEBECCAEEEB                68      
001000154001062712001   5361 #0001    N 8042075BADDECBBCEDAEDBA              0344      
001000155001062712001   5361 #0001    N 8038351BDDCBDCDABDEEAEA                63      
001000156001062712001   5361 #0001    N 8044098DAADACACBBDBEAAD              0394      
001000157001062712001   5361 #0001    N 7573847DABECBEEBCEABECE                72      
001000158001062712001   5361 #0001    N 8039856EACDBDABCCBAECDA              0374      
001000159001062712001   5361 #0001    N 8042307ADABCCADBBECDADE              0367      
001000160001062712001   5361 #0001    N 8039154AAACACEDBBCCEAAA              0364      
001000161001062712001   5361 #0001    N 8075537ECEDBDCADBDCEEEA              0393      
001000162001062712001   5361 #0001    N 8042551BAADACEABBCAAAAC              0346      
001000163001062712001   5361 #0001    N 8040820BACDBADCBCCDBBED              0377      
001000164001062712001   5361 #0001    N 495**64ABABBBAABBBECBDE              0331      
001000165001062712001   5361 #0001    N 8042291AEABCCAABEACBCDB              0391      
001000166001062712001   5361 #0001    N 8075030EAADBDCBACBAEDAC              0332      
001000167001062712001   5361 #0001    N 8044334DCAAACCBBACAEEDB              0358      
001000168001062712001   5361 #0001    N 8042499BAAAACEDBBCCDAAB              0382      
001000169001062712001   5361 #0001    N 8038201BAACACEDBACAAAAC              0364      
001000170001062712001   5361 #0001    N 8039112BDACBBCBCBDEEAEA              0333      
001000171001062712001   5361 #0001    N 7127780BAABACEDBBCDDAAD              0388      
001000172001062712001   5361 #0001    N 7578877DAEAEDCAE*DCEAEA              0333      
001000173001062712001   5361 #0001    N 8075392AADEBBDDBCAACECA              0336      
001000174001062712001   5361 #0001    N 8038344ECBEBBEEDEBEBEBA              0360      
001000175001062712001   5361 #0001    N 8044192BADDBDABEEAACEBA              0350      
001000176001062712001   5361 #0001    N 8040671BADDBDBBEECAEDEA              0392      
001000177001062712001   5361 #0001    N 8042756BAADEEBBCAAACEEA              0332      
001000178001062712001   5361 #0001    N 8040858AEDBDCADBCACAADE              0379      
001000179001062712001   5361 #0001    N 8042822ECEABDDAEEDEBBEE              0363      
001000180001062712001   5361 #0001    N 8042989BDBDBDCDABDEEAEC              0439      
001000181001062712001   5361 #0001    N 7630913AEABCCAABEBDBADA              0479      
001000182001062712001   5361 #0001    N 8039536EABAEAABCEAAEDBA              0492      
001000183001062712001   5361 #0001    N 8042951DACDACECBBCBABAA              0470      
001000184001062712001   5361 #0001    N 8075051AADCCABBAEDAEDEE              0435      
001000185001062712001   5361 #0001    N 8043013DAAAADABCCDACAAE              0462      
001000186001062712001   5361 #0001    N 8041136DDEEDDCACBDEEAEC              0469      
001000187001062712001   5361 #0001    N 8038664EEADACEADBDACBEB              0440      
001000188001062712001   5361 #0001    N 7631682EBAABAEABDEBBEBE              0448      
001000189001062712001   5361 #0001    N 8075475ECBABDCDAB*ECEDE              0463      
001000190001062712001   5361 #0001    N 8038535EACAADEABBCECBCA              0434      
001000191001062712001   5361 #0001    N 8038650ECADBDCDDBCEEBEA              0433      
001000192001062712001   5361 #0001    N 8040222BCACBCCDBBDECBED              0457      
001000193001062712001   5361 #0001    N 8040156BAABACEABBCAAAAC       B      0458      
001000194001062712001   5361 #0001    N 8038386AEABCCADBDACDBDA              0473      
001000195001062712001   5361 #0001    N 8041543BAABACEDBBCBCAAB              0482      
001000196001062712001   5361 #0001    N 6849331EDDBCBDAEBBBEACA              0445      
001000197001062712001   5361 #0001    N 804**21EEDEBBECCBCEBEBA              0442      
001000198001062712001   5361 #0001    N 8043100BBCCBCCAEBDCCCEA              0451      
001000199001062712001   5361 #0001    N 8040135ABEBCABECEEAEBEC              0459      
001000200001062712001   5361 #0001    N 8037920BAADACEABBCAAAAD              0458      
001000201001062712001   5361 #0001    N 8040991EBDABBCADBDDDAED              0451      
001000202001062712001   5361 #0001    N 8039391AEEACCAEBDECBDDB              0443      
001000203001062712001   5361 #0001    N 8043080BADDBABBEAEAEDEA              0450      
001000204001062712001   5361 #0001    N 7627714AADAEDBDEECCDBEA              0447      
001000205001062712001   5361 #0001    N 8037916BADDBDABCCEAABBD              0480      
001000206001062712001   5361 #0001    N 8039557EABEBBEDAECECEBA              0454      
001000207001062712001   5361 #0001    N 8075162EDDEBBECCDDEDEBA              0448      
001000208001062712001   5361 #0001    N 8041442BDEEBACCDBDECAED              0469      
001000209001062712001   5361 #0001    N 8086602DADABCEDBDDDDADE              0488      
001000210001062712001   5361 #0001    N 8041028BAACACEEBBCADAAD              0434      
001000211001062712001   5361 #0001    N 8039387EEDEEBEBECEEDEBA              0460      
001000212001062712001   5361 #0001    N 8041230BBDCBACDABDEEAEA              0481      
001000213001062712001   5361 #0001    N 8041477BADDBDBCCEDAEDEC              0444      
001000214001062712001   5361 #0001    N 8037829DDCCBACBEEAAEAEC              0447      
001000215001062712001   5361 #0001    N 7547931EADDBDBBCCDAEECD              0486      
001000216001062712001   5361 #0001    N 8041522BDDCBDCCDBDEAAEA              0481      
001000217001062712001   5361 #0001    N 8043184BDADACEEBBCCDAAA              0470      
001000218001062712001   5361 #0001    N 7549547BEAABDCDCBAEEEEE                57      
001000219001062712001   5361 #0001    N 8040201BDACBDCADBAEEDEC              0487      
001000220001062712001   5361 #0001    N 8039460DADDBDAAECAACDBB              0486      
001000221001062712001   5361 #0001    N 8041352EDECBDBDBBCCAAEB              0487      
001000222001062712001   5361 #0001    N 8041032AACDDABEAEDACAEA                59      
001000223001062712001   5361 #0001    N 8042930AACCBACECEDBEBEA              4 89      
001000224001062712001   5361 #0001    N 8040326ACDDBDACAEDAEEBE              0432      
001000225001062712001   5361 #0001    N 8038692BEABECBBBBBEABBC              0449      
001000226001062712001   5361 #0001    N 8043271AEABCCADBBACDADE              0491      
001000227001062712001   5361 #0001    N 8040243DEBEBBABECCEEEBC              4 78      
001000228001062712001   5361 #0001    N 6849460AADDCACDDEDBEBEC              0489      
001000229001062712001   5361 #0001    N 8043142AABEBBAECEAABEBE              0490      
001000230001062712001   5361 #0001    N 7631146EEEECCABBCAABEDC              0485      
001000231001062712001   5361 #0001    N 8037812EDCEBBADDEAEDEDA              0430      
001000232001062712001   5361 #0001    N 8041421ACBEBBACACBECEBA              0436      
001000233001062712001   5361 #0001    N 8041122BADDADDBBECAEEDB              0438      
001000234001062712001   5361 #0001    N 8043034BCBABDCDCCDECBEA              0493      
001000235001062712001   5361 #0001    N 7210077AAAEABEDBCCCEEED              0452      
001000236001062712001   5361 #0001    N 7666997AADDEADBCECAEADD              0456      
001000237001062712001   5361 #0001    N 8041095AEABCCAABDACCDDD              0449      
001000238001062712001   5361 #0001    N 8040218EDBEBCCAEBDEEBED              0493      
001000239001062712001   5361 #0001    N 8041251BEAAACEABADBDEAA              0476      
001000240001062712001   5361 #0001    N 8041178CCAEBBCEDDBECEBC              0472      
001000241001062712001   5361 #0001    N 4480376CABEEADBAEAADCBB              0441      
001000242001062712001   5361 #0001    N 8041501ABADCCADBDABDADB              0473      
001000243001062712001   5361 #0001    N 8043041EEEEBBEBDDEEBEBA                48      
001000244001062712001   5361 #0001    N 8043117BEAECCAABEAADDDA              0449      
001000245001062712001   5361 #0001    N 8039515EAECACECBBDABADD              0482      
001000246001062712001   5361 #0001    N 8043969BABCCADBDEDAEEEC              0529      
001000247001062712001   5361 #0001    N 8043823EDADBDCDDBDEEAEA              0587      
001000248001062712001   5361 #0001    N 8038963CADBBDCBAEEACEBD              0550      
001000249001062712001   5361 #0001    N 8043802ADDDCCADBAEEDBDD              0591      
001000250001062712001   5361 #0001    N 8043851ECDEBBCACEBEEECC              0542      
001000251001062712001   5361 #0001    N 8039748AEABECADBECBAADE              0543      
001000252001062712001   5361 #0001    N 8041946AACDEBBDBEDAEBEE              0565      
001000253001062712001   5361 #0001    N 6798231EAEABACDCEDECAEE              0587      
001000254001062712001   5361 #0001    N 8038959AADDCADBBEDAEEDD              0577      
001000255001062712001   5361 #0001    N 7630660BBDABDDACBDDCADB              0563      
001000256001062712001   5361 #0001    N 8043910EADDEBCCBBCEAAEA              0576      
001000257001062712001   5361 #0001    N 8041762DEEEDCBEDCBDADED              0549      
001000258001062712001   5361 #0001    N 6486581ADECECCDDCBCBDDA              0543      
001000259001062712001   5361 #0001    N 8039644ADABCCAABEDCAEDC              0561      
001000260001062712001   5361 #0001    N 80 1904AAADCABCAEDACBEC                77      
001000261001062712001   5361 #0001    N 8041592ECBCBBEADEBDBEBA              0566      
001000262001062712001   5361 #0001    N 8038010EABCBDCDBBBEDBBE              0539      
001000263001062712001   5361 #0001    N 8041911DAADEDBBCECACABB              0574      
001000264001062712001   5361 #0001    N 8041564BCDCBCCAAECEEAEC              0593      
001000265001062712001   5361 #0001    N 4603538BCDDBECADBDECAEE              0545      
001000266001062712001   5361 #0001    N 4381386ECBEEBEECECEDEBC              0536      
001000267001062712001   5361 #0001    N 8041668EAADEDABECCDCDCD              0592      
001000268001062712001   5361 #0001    N 7628830AAACDCEEBCDAAAAB              0588      
001000269001062712001   5361 #0001    N 8039651DEEBCCADBCACBADE              0549      
001000270001062712001   5361 #0001    N 8040420AEADCCABBAECBEDD              0567      
001000271001062712001   5361 #0001    N 8075496EDCAEDCAAADCECCE              0563      
001000272001062712001   5361 #0001    N 8038841DABEACEBBBDABAAB              0582      
001000273001062712001   5361 #0001    N 8039752EADDBDCBCEEAEBEB              0568      
001000274001062712001   5361 #0001    N 8038813ADDDCBAEAEDAEDEC              0583      
001000275001062712001   5361 #0001    N 8038111BADDBDABCEDAEDEE              0586      
001000276001062712001   5361 #0001    N 7631719CDBEBBECCEEADEBA              0530      
001000277001062712001   5361 #0001    N 8044042EADDBDABBEECECCA              0538      
001000278001062712001   5361 #0001    N 8041585AAABCABECEDAEAEC              0529      
001000279001062712001   5361 #0001    N 8075242AADBCABDAEAAECDB              0529      
001000280001062712001   5361 #0001    N 8043441AEABDCADBCEAAAEC              0585      
001000281001062712001   5361 #0001    N 4619251EAADABEBBBDEDECA              0576      
001000282001062712001   5361 #0001    N 8140915ABCDBDEBCCAACDBA              0532      
001000283001062712001   5361 #0001    N 8043701AABEBADACDBEDEBA              0584      
001000284001062712001   5361 #0001    N 7575488AEABCCADBAEDAADE                31      
001000285001062712001   5361 #0001    N 8127110ACBBEABDDEEACEDB                53      
001000286001062712001   5361 #0001    N  0 9672ADABCCADBDDCDAAE              0537      
001000287001062712001   5361 #0001    N 8043416AEADCCBDBCECABDE              0555      
001000288001062712001   5361 #0001    N 8075516DAACCCECBBDCCACA              0540      
001000289001062712001   5361 #0001    N 8044014BDBCBDCDABDEEAEB              0551      
001000290001062712001   5361 #0001    N 45470 5ADDECCCEABBBBADD              0585      
001000291001062712001   5361 #0001    N 8043382EACDBEBCEBCCCCCC              0538      
001000292001062712001   5361 #0001    N 4255861CDDEBBACBEEEBEBA              0590      
001000293001062712001   5361 #0001    N 3092600BCEDAACECBEACDDB              0574      
001000294001062712001   5361 #0001    N 8039727AEABCCBDBDAEAEDC              0555      
001000295001062712001   5361 #0001    N 8038917EDBCBDCDEBDEBCED              0545      
001000296001062712001   5361 #0001    N 8041992BADDEDBBEECAEDEC              0544      
001000297001062712001   5361 #0001    N 8075270EDBEBBEDEACEDEEA              0578      
001000298001062712001   5361 #0001    N 8041863AADBCCBEBEDABAEC              0529      
001000299001062712001   5361 #0001    N 8043681ADEAAADCDEDAECDD              0559      
001000300001062712001   5361 #0001    N 8043591BAECBDDABBBEECEE                45      
001000301001062712001   5361 #0001    N 8039706AABDBAACCEDACDEC                65      
001000302001062712001   5361 #0001    N 8040413DBBEABEBECEEBEBA                66      
001000303001062712001   5361 #0001    N 8037990AADDBDBBEECACDEB              5 44      
001000304001062712001   5361 #0001    N 6480762BADDDADDEECACCEE              0529      
001000305001062712001   5361 #0001    N 8038149ECBEBBADEBEECEBA              0536      
001000306001062712001   5361 #0001    N 8041605CACAAADACEBAEDEE              0535      
001000307001062712001   5361 #0001    N 8038045EDABCEAABCEDDBDD              0531      
001000308001062712001   5361 #0001    N 8040455BAEDBDCBEEBCEEAA                74      
001000309001062712001   5361 #0001    N 8039686ADABCCADBDCCDADE              0573      
001000310001062712001   5361 #0001    N 8075263AABCCABBCEDAECDC                83      
001000311001062712001   5361 #0001    N 8043566BABEACECBBCBBEBB              0576      
001000312001062712001   5361 #0001    N 8075325BEAACCADBECCEBDB              0631      
001000313001062712001   5361 #0001    N 8042311CAADECAEBBCACAAB              0658      
001000314001062712001   5361 #0001    N 8042742BACDEDBBAEDAEACA              0632      
001000315001062712001   5361 #0001    N 7649181EABBCDEACBBBEBAB              0652      
001000316001062712001   5361 #0001    N 8042798EADEBBADECAEBEBC              0630      
001000317001062712001   5361 #0001    N 8039918BEEEEAADEBECEAED              0675      
001000318001062712001   5361 #0001    N 8075520ADBCBACCBBDECEEC              0657      
001000319001062712001   5361 #0001    N  042590AADBCABEAEDCEBDC              0659      
001000320001062712001   5361 #0001    N 8042502CAADBCEEBCCCBDEB              0652      
001000321001062712001   5361 #0001    N 8044226DDAECCABBAEDBDDE              0691      
001000322001062712001   5361 #0001    N 8075610EEECBACBDBDEEAEB              0681      
001000323001062712001   5361 #0001    N 8042839BBECBACAEDDBABEA              0669      
001000324001062712001   5361 #0001    N 8040796EABEBBEBDEBEDEBA                48      
001000325001062712001   5361 #0001    N 7157147BAEDBDCBCEAAEDDE              0674      
001000326001062712001   5361 #0001    N 8127062CADBAECDAECBEEED                41      
001000327001062712001   5361 #0001    N 8044171AEABCCADBECCEACE              0685      
001000328001062712001   5361 #0001    N 8044139BACDEDEBCEBBEBBE              0662      
001000329001062712001   5361 #0001    N 8042158DEDEBCEBECECCBBA              0660      
001000330001062712001   5361 #0001    N 8042818ECBEBBEEDEEEBEDE              0636      
001000331001062712001   5361 #0001    N 7278285DCADBCACCBBCBAAE              0634      
001000332001062712001   5361 #0001    N 8042631BADDECCCEABAEEBA              0662      
001000333001062712001   5361 #0001    N 7626605DABDCABABECAEBEC              0653      
001000334001062712001   5361 #0001    N 8044459BAACACEDBCCAAAAB              0676      
001000335001062712001   5361 #0001    N 8044309DACEAACDEBDBECEC              0659      
001000336001062712001   5361 #0001    N 8042648AAAEACDBBBCBCCBA                76      
001000337001062712001   5361 #0001    N 8075408EDBDBCCBDBDEBAED              0681      
001000338001062712001   5361 #0001    N 8042694ECCDBDDCCEEAEBDD              0650      
001000339001062712001   5361 #0001    N 8140936EBECBECDCCDEABEC              0645      
001000340001062712001   5361 #0001    N 7578985CADCDADDBEDAEEEC              0683      
001000341001062712001   5361 #0001    N 7547232AAAACABEAEDADDEC              0689      
001000342001062712001   5361 #0001    N 8075311CAEEDAAEDEDACAEC              0659      
001000343001062712001   5361 #0001    N 8039345DBEEABCCEEBCBEBA              0678      
001000344001062712001   5361 #0001    N 8040692AEADEBEABBCCADCC              0670      
001000345001062712001   5361 #0001    N 8038215BEEDBDADEBDEEAEA              0639      
001000346001062712001   5361 #0001    N 8038240CCBEDBEBEEEABEBA              0666      
001000347001062712001   5361 #0001    N 8*42436AEAECCAEBABEDEDE              0643      
001000348001062712001   5361 #0001    N 4161557BADDADBBDEDAEECA              0686      
001000349001062712001   5361 #0001    N 8039939AACAEABACEDAEEEE              0689      
001000350001062712001   5361 #0001    N 6773463AACDABECDBBEDAEB              0658      
001000351001062712001   5361 #0001    N 8032116EAEEBDBADCAEDABC              0666      
001000352001062712001   5361 #0001    N 8044293EACAACECEBAECBEB              0652      
001000353001062712001   5361 #0001    N 8042203BDDDBCCDDBDEEAEE              0633      
001000354001062712001   5361 #0001    N 8042096DDAECCCEBBECEADB              0643      
001000355001062712001   5361 #0001    N 8044355EAEDBDABADDACEAB              0680      
001000356001062712001   5361 #0001    N 8044150DADDBDBBCECAEDEE              0662      
001000357001062712001   5361 #0001    N 8044205BADDBDBBEEDAEDEE              0674      
001000358001062712001   5361 #0001    N 8039290AAABCCADBADCBADD              0637      
001000359001062712001   5361 #0001    N 8038299DEABCCABBCECDADE              0685      
001000360001062712001   5361 #0001    N 7578067AACDACCEBBBDEABA              0670      
001000361001062712001   5361 #0001    N 8042162BADBDABCBEDAEEEC              0635      
